MSSV,HoVaTen,NgaySinh,Email,SDT,MaLop
SV04212,Ly Thi An,07/12/2004,lythian.sv04212@school.edu.vn,0811032236,L085
SV04213,Le Minh Cuong,09/12/2005,leminhcuong.sv04213@school.edu.vn,0472995298,L085
SV04214,Dang Duc Truc,11/01/2004,dangductruc.sv04214@school.edu.vn,0942958990,L085
SV04215,Vo Minh Phuc,25/05/2003,vominhphuc.sv04215@school.edu.vn,0684061758,L085
SV04216,Bui Thanh Phuong,08/02/2004,buithanhphuong.sv04216@school.edu.vn,0915159224,L085
SV04217,Le Huu Cuong,28/01/2002,lehuucuong.sv04217@school.edu.vn,0620100202,L085
SV04218,Nguyen Minh Dung,18/10/2002,nguyenminhdung.sv04218@school.edu.vn,0542094011,L085
SV04219,Duong Quang Trang,11/03/2005,duongquangtrang.sv04219@school.edu.vn,0372350174,L085
SV04220,Truong Van Khanh,26/08/2005,truongvankhanh.sv04220@school.edu.vn,0492499021,L085
SV04221,Ho Duc Tuan,27/01/2004,hoductuan.sv04221@school.edu.vn,0617324105,L085
SV04222,Ho Duc Dung,28/08/2002,hoducdung.sv04222@school.edu.vn,0426226259,L085
SV04223,Nguyen Kim Lan,16/09/2003,nguyenkimlan.sv04223@school.edu.vn,0398013890,L085
SV04224,Tran Gia Mai,27/09/2003,trangiamai.sv04224@school.edu.vn,0796784793,L085
SV04225,Duong Thi Cuong,03/10/2004,duongthicuong.sv04225@school.edu.vn,0483930234,L085
SV04226,Luu Thi Quyen,01/05/2004,luuthiquyen.sv04226@school.edu.vn,0420339256,L085
SV04227,Ho Quang Oanh,26/09/2004,hoquangoanh.sv04227@school.edu.vn,0463725154,L085
SV04228,Le Ngoc Phuong,01/10/2005,lengocphuong.sv04228@school.edu.vn,0571113798,L085
SV04229,Dinh Thanh Khanh,23/08/2005,dinhthanhkhanh.sv04229@school.edu.vn,0684467120,L085
SV04230,Nguyen Thi Uyen,25/12/2002,nguyenthiuyen.sv04230@school.edu.vn,0592962498,L085
SV04231,Tran Kim Mai,22/01/2005,trankimmai.sv04231@school.edu.vn,0429463033,L085
SV04232,Mai Quang Cuong,26/06/2002,maiquangcuong.sv04232@school.edu.vn,0855274896,L085
SV04233,Vu Van Vinh,12/12/2005,vuvanvinh.sv04233@school.edu.vn,0350131581,L085
SV04234,Nguyen Thi Phuc,21/04/2005,nguyenthiphuc.sv04234@school.edu.vn,0858710826,L085
SV04235,Ngo Gia Dung,09/01/2005,ngogiadung.sv04235@school.edu.vn,0550841135,L085
SV04236,Bui Duc Hung,11/03/2004,buiduchung.sv04236@school.edu.vn,0364345160,L085
SV04237,Nguyen Van Dung,06/09/2005,nguyenvandung.sv04237@school.edu.vn,0748698506,L085
SV04238,Luu Ngoc Hoa,28/08/2002,luungochoa.sv04238@school.edu.vn,0433255315,L085
SV04239,Mai Huu Thy,16/01/2002,maihuuthy.sv04239@school.edu.vn,0682959639,L085
SV04240,Dang Ngoc Ha,09/10/2002,dangngocha.sv04240@school.edu.vn,0847933597,L085
SV04241,Nguyen Huu Ha,27/11/2004,nguyenhuuha.sv04241@school.edu.vn,0364396955,L085
SV04242,Ly Thanh Oanh,08/04/2004,lythanhoanh.sv04242@school.edu.vn,0594208478,L085
SV04243,Ngo Duc Oanh,06/11/2003,ngoducoanh.sv04243@school.edu.vn,0626719083,L085
SV04244,Mai Ngoc Dung,11/06/2002,maingocdung.sv04244@school.edu.vn,0627658827,L085
SV04245,Luu Kim Oanh,27/04/2003,luukimoanh.sv04245@school.edu.vn,0815525152,L085
SV04246,Vu Thi Ha,12/12/2004,vuthiha.sv04246@school.edu.vn,0665931566,L085
SV04247,Ho Minh An,03/11/2005,hominhan.sv04247@school.edu.vn,0415889421,L085
SV04248,Ho Huu Nhu,23/06/2005,hohuunhu.sv04248@school.edu.vn,0940794761,L085
SV04249,Nguyen Ngoc Vinh,19/12/2002,nguyenngocvinh.sv04249@school.edu.vn,0657001919,L085
SV04250,Ho Van Phuong,23/09/2005,hovanphuong.sv04250@school.edu.vn,0739675647,L086
SV04251,Do Thanh Ha,02/11/2005,dothanhha.sv04251@school.edu.vn,0598881282,L086
SV04252,Ly Gia Truc,02/07/2003,lygiatruc.sv04252@school.edu.vn,0819818825,L086
SV04253,Truong Van Dung,28/06/2003,truongvandung.sv04253@school.edu.vn,0397815826,L086
SV04254,Truong Thi Mai,10/03/2005,truongthimai.sv04254@school.edu.vn,0362257208,L086
SV04255,Vu Quang Phuc,15/07/2005,vuquangphuc.sv04255@school.edu.vn,0520622954,L086
SV04256,Do Ngoc Dung,18/12/2002,dongocdung.sv04256@school.edu.vn,0789492773,L086
SV04257,Phan Ngoc Binh,18/09/2005,phanngocbinh.sv04257@school.edu.vn,0762739450,L086
SV04258,Mai Minh Linh,16/12/2003,maiminhlinh.sv04258@school.edu.vn,0699402325,L086
SV04259,Mai Van Yen,13/06/2004,maivanyen.sv04259@school.edu.vn,0385884792,L086
SV04260,Le Quang Dung,16/09/2005,lequangdung.sv04260@school.edu.vn,0738590276,L086
SV04261,Dang Minh Trang,20/03/2002,dangminhtrang.sv04261@school.edu.vn,0377912830,L086
SV04262,Hoang Ngoc Truc,23/11/2002,hoangngoctruc.sv04262@school.edu.vn,0940591645,L086
SV04263,Ho Quang Son,08/05/2002,hoquangson.sv04263@school.edu.vn,0391650876,L086
SV04264,Phan Ngoc Lan,04/07/2003,phanngoclan.sv04264@school.edu.vn,0490438733,L086
SV04265,Vu Ngoc Hoa,15/02/2005,vungochoa.sv04265@school.edu.vn,0884754527,L086
SV04266,Le Thi Phuc,04/11/2004,lethiphuc.sv04266@school.edu.vn,0774646314,L086
SV04267,Duong Huu Giang,27/10/2004,duonghuugiang.sv04267@school.edu.vn,0422822313,L086
SV04268,Ly Thanh Ha,07/08/2002,lythanhha.sv04268@school.edu.vn,0924341909,L086
SV04269,Dang Thanh Trang,18/10/2003,dangthanhtrang.sv04269@school.edu.vn,0381173322,L086
SV04270,Ngo Duc Son,16/11/2003,ngoducson.sv04270@school.edu.vn,0919080205,L086
SV04271,Luu Quang Yen,15/03/2002,luuquangyen.sv04271@school.edu.vn,0465710589,L086
SV04272,Hoang Ngoc Oanh,19/05/2003,hoangngocoanh.sv04272@school.edu.vn,0768053162,L086
SV04273,Phan Minh Trang,07/05/2003,phanminhtrang.sv04273@school.edu.vn,0436011242,L086
SV04274,Luu Duc Bao,09/12/2005,luuducbao.sv04274@school.edu.vn,0343473762,L086
SV04275,Dinh Huu Son,13/10/2004,dinhhuuson.sv04275@school.edu.vn,0923923891,L086
SV04276,Vo Ngoc Em,27/06/2002,vongocem.sv04276@school.edu.vn,0875132423,L086
SV04277,Pham Minh Hung,14/05/2004,phamminhhung.sv04277@school.edu.vn,0839391878,L086
SV04278,Mai Duc Son,08/06/2003,maiducson.sv04278@school.edu.vn,0390248479,L086
SV04279,Vo Quang Mai,07/11/2002,voquangmai.sv04279@school.edu.vn,0577762354,L086
SV04280,Duong Thanh Yen,21/02/2005,duongthanhyen.sv04280@school.edu.vn,0550887599,L086
SV04281,Luu Quang Yen,14/02/2002,luuquangyen.sv04281@school.edu.vn,0877439658,L086
SV04282,Ho Huu Tuan,08/07/2002,hohuutuan.sv04282@school.edu.vn,0426261804,L086
SV04283,Do Duc Phuc,17/11/2002,doducphuc.sv04283@school.edu.vn,0856824138,L086
SV04284,Dang Gia Bao,28/02/2005,danggiabao.sv04284@school.edu.vn,0370745298,L086
SV04285,Do Huu Xuan,04/10/2002,dohuuxuan.sv04285@school.edu.vn,0644829696,L086
SV04286,Ly Kim Khanh,11/05/2002,lykimkhanh.sv04286@school.edu.vn,0663396625,L086
SV04287,Le Gia Uyen,22/04/2005,legiauyen.sv04287@school.edu.vn,0882843793,L086
SV04288,Pham Gia Phuc,27/02/2005,phamgiaphuc.sv04288@school.edu.vn,0873664836,L086
SV04289,Ho Kim Uyen,22/06/2004,hokimuyen.sv04289@school.edu.vn,0528659341,L086
SV04290,Do Thanh Hung,24/01/2005,dothanhhung.sv04290@school.edu.vn,0432114972,L086
SV04291,Pham Ngoc Bao,14/05/2003,phamngocbao.sv04291@school.edu.vn,0711404853,L086
SV04292,Bui Thanh Uyen,23/07/2002,buithanhuyen.sv04292@school.edu.vn,0675819304,L086
SV04293,Tran Duc Binh,01/05/2002,tranducbinh.sv04293@school.edu.vn,0319494274,L086
SV04294,Luu Huu Yen,19/01/2005,luuhuuyen.sv04294@school.edu.vn,0363077776,L086
SV04295,Le Van Cuong,17/05/2003,levancuong.sv04295@school.edu.vn,0864102946,L086
SV04296,Le Huu Tuan,27/11/2003,lehuutuan.sv04296@school.edu.vn,0647127102,L086
SV04297,Mai Huu Nhu,08/02/2002,maihuunhu.sv04297@school.edu.vn,0654462772,L086
SV04298,Mai Minh An,10/04/2003,maiminhan.sv04298@school.edu.vn,0738047342,L086
SV04299,Dang Minh Khanh,15/09/2005,dangminhkhanh.sv04299@school.edu.vn,0421391504,L086
SV04300,Tran Kim Nam,21/09/2003,trankimnam.sv04300@school.edu.vn,0531342470,L087
SV04301,Luu Minh Tuan,05/11/2003,luuminhtuan.sv04301@school.edu.vn,0480882721,L087
SV04302,Nguyen Van Lan,14/11/2005,nguyenvanlan.sv04302@school.edu.vn,0920963910,L087
SV04303,Tran Ngoc Em,16/10/2004,tranngocem.sv04303@school.edu.vn,0818439405,L087
SV04304,Bui Minh Khanh,05/12/2003,buiminhkhanh.sv04304@school.edu.vn,0993092819,L087
SV04305,Ly Kim Bao,02/11/2003,lykimbao.sv04305@school.edu.vn,0743189319,L087
SV04306,Nguyen Duc Nam,28/03/2002,nguyenducnam.sv04306@school.edu.vn,0311701067,L087
SV04307,Do Ngoc Binh,17/10/2003,dongocbinh.sv04307@school.edu.vn,0869903950,L087
SV04308,Vo Thanh Quyen,11/07/2002,vothanhquyen.sv04308@school.edu.vn,0873800514,L087
SV04309,Pham Thi Son,18/02/2003,phamthison.sv04309@school.edu.vn,0896219568,L087
SV04310,Mai Thi Bao,17/12/2004,maithibao.sv04310@school.edu.vn,0577282524,L087
SV04311,Phan Thanh Tuan,11/05/2004,phanthanhtuan.sv04311@school.edu.vn,0891088773,L087
SV04312,Hoang Huu Lan,07/04/2004,hoanghuulan.sv04312@school.edu.vn,0958419468,L087
SV04313,Hoang Huu Dung,19/08/2003,hoanghuudung.sv04313@school.edu.vn,0598333574,L087
SV04314,Ly Quang Mai,06/10/2003,lyquangmai.sv04314@school.edu.vn,0721093699,L087
SV04315,Le Quang Em,07/11/2004,lequangem.sv04315@school.edu.vn,0364689069,L087
SV04316,Ngo Huu Binh,08/07/2003,ngohuubinh.sv04316@school.edu.vn,0791199465,L087
SV04317,Hoang Gia Binh,11/12/2005,hoanggiabinh.sv04317@school.edu.vn,0695692571,L087
SV04318,Bui Kim Oanh,26/08/2002,buikimoanh.sv04318@school.edu.vn,0568439832,L087
SV04319,Vu Quang Long,22/01/2003,vuquanglong.sv04319@school.edu.vn,0413313464,L087
SV04320,Bui Thi Mai,03/09/2004,buithimai.sv04320@school.edu.vn,0430718217,L087
SV04321,Vu Duc Nhu,28/01/2002,vuducnhu.sv04321@school.edu.vn,0365665932,L087
SV04322,Phan Ngoc Lan,03/09/2004,phanngoclan.sv04322@school.edu.vn,0984540849,L087
SV04323,Le Duc Truc,22/06/2004,leductruc.sv04323@school.edu.vn,0643594238,L087
SV04324,Pham Thi Mai,24/09/2003,phamthimai.sv04324@school.edu.vn,0371882332,L087
SV04325,Vo Duc Tuan,28/10/2002,voductuan.sv04325@school.edu.vn,0321452010,L087
SV04326,Bui Thanh Yen,17/04/2005,buithanhyen.sv04326@school.edu.vn,0949914460,L087
SV04327,Duong Gia Binh,27/11/2005,duonggiabinh.sv04327@school.edu.vn,0670696597,L087
SV04328,Nguyen Minh Oanh,08/04/2003,nguyenminhoanh.sv04328@school.edu.vn,0418794507,L087
SV04329,Ngo Van Nam,06/10/2004,ngovannam.sv04329@school.edu.vn,0914920382,L087
SV04330,Bui Duc Long,11/11/2003,buiduclong.sv04330@school.edu.vn,0933614417,L087
SV04331,Nguyen Gia Son,06/08/2002,nguyengiason.sv04331@school.edu.vn,0846261048,L087
SV04332,Pham Minh Dung,06/02/2005,phamminhdung.sv04332@school.edu.vn,0310006020,L087
SV04333,Duong Thi Yen,02/10/2004,duongthiyen.sv04333@school.edu.vn,0379489462,L087
SV04334,Phan Quang Hoa,02/09/2004,phanquanghoa.sv04334@school.edu.vn,0478072263,L087
SV04335,Ngo Ngoc Tuan,12/06/2004,ngongoctuan.sv04335@school.edu.vn,0472974246,L087
SV04336,Le Ngoc Phuong,08/03/2003,lengocphuong.sv04336@school.edu.vn,0966812119,L087
SV04337,Ho Kim Dung,03/08/2005,hokimdung.sv04337@school.edu.vn,0357433735,L087
SV04338,Nguyen Ngoc Uyen,07/07/2005,nguyenngocuyen.sv04338@school.edu.vn,0726365920,L087
SV04339,Mai Thi Long,20/09/2005,maithilong.sv04339@school.edu.vn,0586812679,L087
SV04340,Ly Minh Vinh,06/07/2005,lyminhvinh.sv04340@school.edu.vn,0974915710,L087
SV04341,Nguyen Ngoc Giang,09/05/2005,nguyenngocgiang.sv04341@school.edu.vn,0335757162,L087
SV04342,Vo Gia Truc,17/10/2004,vogiatruc.sv04342@school.edu.vn,0464569612,L087
SV04343,Phan Duc Hoa,22/07/2005,phanduchoa.sv04343@school.edu.vn,0510253277,L087
SV04344,Mai Thi Thy,18/06/2003,maithithy.sv04344@school.edu.vn,0375924852,L087
SV04345,Tran Gia Truc,18/07/2002,trangiatruc.sv04345@school.edu.vn,0573671698,L087
SV04346,Vu Thi Trang,07/06/2003,vuthitrang.sv04346@school.edu.vn,0728722173,L087
SV04347,Tran Kim An,26/01/2003,trankiman.sv04347@school.edu.vn,0488355698,L087
SV04348,Dang Minh Khanh,15/12/2004,dangminhkhanh.sv04348@school.edu.vn,0890232883,L087
SV04349,Vu Duc Mai,20/10/2002,vuducmai.sv04349@school.edu.vn,0413140783,L087
SV04350,Ho Duc Phuong,20/05/2002,hoducphuong.sv04350@school.edu.vn,0450395812,L088
SV04351,Nguyen Thanh Uyen,16/10/2005,nguyenthanhuyen.sv04351@school.edu.vn,0533964635,L088
SV04352,Bui Ngoc Mai,16/10/2002,buingocmai.sv04352@school.edu.vn,0435171324,L088
SV04353,Pham Thanh Vinh,25/09/2003,phamthanhvinh.sv04353@school.edu.vn,0366372324,L088
SV04354,Mai Quang Trang,07/10/2002,maiquangtrang.sv04354@school.edu.vn,0431710675,L088
SV04355,Tran Ngoc Mai,26/11/2004,tranngocmai.sv04355@school.edu.vn,0734951789,L088
SV04356,Nguyen Thanh Bao,27/10/2002,nguyenthanhbao.sv04356@school.edu.vn,0593576862,L088
SV04357,Ho Duc Bao,09/09/2004,hoducbao.sv04357@school.edu.vn,0692960654,L088
SV04358,Vu Minh Giang,24/08/2005,vuminhgiang.sv04358@school.edu.vn,0564922369,L088
SV04359,Nguyen Kim Vinh,25/07/2004,nguyenkimvinh.sv04359@school.edu.vn,0658517516,L088
SV04360,Vo Minh Cuong,03/03/2003,vominhcuong.sv04360@school.edu.vn,0729850888,L088
SV04361,Hoang Thanh An,27/02/2004,hoangthanhan.sv04361@school.edu.vn,0382137536,L088
SV04362,Dang Kim Tuan,23/09/2004,dangkimtuan.sv04362@school.edu.vn,0353285661,L088
SV04363,Ly Minh Phuong,22/07/2004,lyminhphuong.sv04363@school.edu.vn,0722723179,L088
SV04364,Bui Thanh Dung,13/02/2003,buithanhdung.sv04364@school.edu.vn,0680397380,L088
SV04365,Le Quang Dung,03/11/2004,lequangdung.sv04365@school.edu.vn,0367458444,L088
SV04366,Vu Thanh Phuong,07/10/2005,vuthanhphuong.sv04366@school.edu.vn,0714491103,L088
SV04367,Nguyen Gia Linh,19/09/2003,nguyengialinh.sv04367@school.edu.vn,0825962758,L088
SV04368,Luu Minh Quyen,25/07/2002,luuminhquyen.sv04368@school.edu.vn,0824155716,L088
SV04369,Tran Quang Yen,23/07/2002,tranquangyen.sv04369@school.edu.vn,0576030568,L088
SV04370,Nguyen Ngoc Trang,13/09/2003,nguyenngoctrang.sv04370@school.edu.vn,0325667818,L088
SV04371,Nguyen Minh Tuan,22/06/2003,nguyenminhtuan.sv04371@school.edu.vn,0958552104,L088
SV04372,Truong Gia Cuong,09/03/2002,truonggiacuong.sv04372@school.edu.vn,0378964129,L088
SV04373,Ho Ngoc Nhu,21/06/2004,hongocnhu.sv04373@school.edu.vn,0642087263,L088
SV04374,Nguyen Gia Thy,26/08/2003,nguyengiathy.sv04374@school.edu.vn,0479174559,L088
SV04375,Tran Quang Son,04/01/2004,tranquangson.sv04375@school.edu.vn,0962471110,L088
SV04376,Ngo Quang Xuan,27/10/2005,ngoquangxuan.sv04376@school.edu.vn,0599365285,L088
SV04377,Ly Kim Yen,16/09/2004,lykimyen.sv04377@school.edu.vn,0322123112,L088
SV04378,Do Minh Vinh,11/05/2004,dominhvinh.sv04378@school.edu.vn,0429067802,L088
SV04379,Dang Ngoc Nam,10/05/2004,dangngocnam.sv04379@school.edu.vn,0657682012,L088
SV04380,Truong Van Hoa,28/11/2003,truongvanhoa.sv04380@school.edu.vn,0552288635,L088
SV04381,Le Minh Oanh,02/09/2004,leminhoanh.sv04381@school.edu.vn,0658764736,L088
SV04382,Ly Thanh Xuan,23/03/2003,lythanhxuan.sv04382@school.edu.vn,0630650511,L088
SV04383,Phan Duc Hung,05/11/2002,phanduchung.sv04383@school.edu.vn,0934538701,L088
SV04384,Vu Gia Oanh,11/01/2004,vugiaoanh.sv04384@school.edu.vn,0325690563,L088
SV04385,Dang Minh Nhu,22/12/2005,dangminhnhu.sv04385@school.edu.vn,0666175190,L088
SV04386,Ho Ngoc Ha,09/07/2004,hongocha.sv04386@school.edu.vn,0555880227,L088
SV04387,Vu Gia Phuong,09/04/2005,vugiaphuong.sv04387@school.edu.vn,0781182497,L088
SV04388,Vo Ngoc Uyen,17/11/2002,vongocuyen.sv04388@school.edu.vn,0634811918,L088
SV04389,Ngo Duc Yen,12/06/2003,ngoducyen.sv04389@school.edu.vn,0735175828,L088
SV04390,Hoang Huu Yen,11/05/2002,hoanghuuyen.sv04390@school.edu.vn,0549732398,L088
SV04391,Dinh Thanh Hung,05/03/2005,dinhthanhhung.sv04391@school.edu.vn,0358097111,L088
SV04392,Dinh Minh Em,26/06/2005,dinhminhem.sv04392@school.edu.vn,0485003836,L088
SV04393,Dang Van Linh,16/10/2005,dangvanlinh.sv04393@school.edu.vn,0628369088,L088
SV04394,Nguyen Thi Oanh,14/05/2005,nguyenthioanh.sv04394@school.edu.vn,0376526140,L088
SV04395,Pham Duc Phuc,15/11/2002,phamducphuc.sv04395@school.edu.vn,0677690666,L088
SV04396,Bui Duc Phuc,26/11/2003,buiducphuc.sv04396@school.edu.vn,0613873495,L088
SV04397,Tran Minh Uyen,15/11/2002,tranminhuyen.sv04397@school.edu.vn,0857887410,L088
SV04398,Dinh Minh Giang,04/01/2002,dinhminhgiang.sv04398@school.edu.vn,0937086094,L088
SV04399,Le Kim Khanh,25/06/2005,lekimkhanh.sv04399@school.edu.vn,0833464514,L088
SV04400,Vo Van Khanh,02/11/2004,vovankhanh.sv04400@school.edu.vn,0890207748,L089
SV04401,Pham Gia Xuan,21/11/2005,phamgiaxuan.sv04401@school.edu.vn,0931016046,L089
SV04402,Dang Huu Phuc,13/11/2002,danghuuphuc.sv04402@school.edu.vn,0437232541,L089
SV04403,Do Gia Nhu,12/01/2005,dogianhu.sv04403@school.edu.vn,0799634784,L089
SV04404,Nguyen Huu Giang,08/10/2002,nguyenhuugiang.sv04404@school.edu.vn,0457981699,L089
SV04405,Nguyen Gia Cuong,04/01/2005,nguyengiacuong.sv04405@school.edu.vn,0461552723,L089
SV04406,Pham Quang Nam,04/02/2003,phamquangnam.sv04406@school.edu.vn,0560409229,L089
SV04407,Le Kim Em,19/11/2003,lekimem.sv04407@school.edu.vn,0491196866,L089
SV04408,Dang Thi Long,10/05/2005,dangthilong.sv04408@school.edu.vn,0820715914,L089
SV04409,Dinh Van Phuc,21/12/2002,dinhvanphuc.sv04409@school.edu.vn,0924504988,L089
SV04410,Le Thi Long,10/11/2004,lethilong.sv04410@school.edu.vn,0990149870,L089
SV04411,Phan Duc Bao,09/12/2004,phanducbao.sv04411@school.edu.vn,0775439717,L089
SV04412,Tran Quang Xuan,19/03/2004,tranquangxuan.sv04412@school.edu.vn,0945023949,L089
SV04413,Vu Thi Long,08/10/2004,vuthilong.sv04413@school.edu.vn,0645978288,L089
SV04414,Ly Kim Son,17/04/2005,lykimson.sv04414@school.edu.vn,0699806399,L089
SV04415,Phan Ngoc Nam,16/02/2004,phanngocnam.sv04415@school.edu.vn,0576417501,L089
SV04416,Do Quang Yen,23/07/2002,doquangyen.sv04416@school.edu.vn,0995815835,L089
SV04417,Luu Gia Truc,25/09/2003,luugiatruc.sv04417@school.edu.vn,0833948510,L089
SV04418,Duong Minh Yen,05/04/2003,duongminhyen.sv04418@school.edu.vn,0685045243,L089
SV04419,Luu Thanh Oanh,09/03/2003,luuthanhoanh.sv04419@school.edu.vn,0515176242,L089
SV04420,Nguyen Thanh Vinh,18/10/2002,nguyenthanhvinh.sv04420@school.edu.vn,0492910751,L089
SV04421,Luu Van Yen,27/01/2004,luuvanyen.sv04421@school.edu.vn,0793628590,L089
SV04422,Dinh Van Ha,14/06/2004,dinhvanha.sv04422@school.edu.vn,0540020698,L089
SV04423,Phan Ngoc Nam,05/12/2002,phanngocnam.sv04423@school.edu.vn,0625904358,L089
SV04424,Mai Van Quyen,10/05/2002,maivanquyen.sv04424@school.edu.vn,0365749717,L089
SV04425,Nguyen Kim Xuan,28/01/2004,nguyenkimxuan.sv04425@school.edu.vn,0827481465,L089
SV04426,Le Thanh Vinh,20/03/2002,lethanhvinh.sv04426@school.edu.vn,0752285503,L089
SV04427,Phan Van Phuc,11/07/2005,phanvanphuc.sv04427@school.edu.vn,0646034816,L089
SV04428,Vo Minh An,13/11/2002,vominhan.sv04428@school.edu.vn,0654506356,L089
SV04429,Nguyen Duc Xuan,07/10/2005,nguyenducxuan.sv04429@school.edu.vn,0894518682,L089
SV04430,Mai Kim Trang,22/11/2002,maikimtrang.sv04430@school.edu.vn,0344570391,L089
SV04431,Nguyen Duc Giang,15/08/2005,nguyenducgiang.sv04431@school.edu.vn,0533132915,L089
SV04432,Bui Huu Lan,20/08/2003,buihuulan.sv04432@school.edu.vn,0532133398,L089
SV04433,Hoang Thanh Long,21/10/2004,hoangthanhlong.sv04433@school.edu.vn,0929123089,L089
SV04434,Vo Quang Oanh,20/12/2002,voquangoanh.sv04434@school.edu.vn,0350872362,L089
SV04435,Tran Thi Hung,18/11/2003,tranthihung.sv04435@school.edu.vn,0576827546,L089
SV04436,Tran Minh Thy,10/07/2002,tranminhthy.sv04436@school.edu.vn,0326214610,L089
SV04437,Phan Huu Nam,25/06/2005,phanhuunam.sv04437@school.edu.vn,0645649712,L089
SV04438,Tran Ngoc Khanh,24/12/2003,tranngockhanh.sv04438@school.edu.vn,0956190360,L089
SV04439,Ly Duc Trang,04/01/2004,lyductrang.sv04439@school.edu.vn,0994165614,L089
SV04440,Hoang Duc Yen,04/06/2005,hoangducyen.sv04440@school.edu.vn,0769540696,L089
SV04441,Mai Van Nhu,12/07/2003,maivannhu.sv04441@school.edu.vn,0634916114,L089
SV04442,Mai Thanh Lan,21/04/2002,maithanhlan.sv04442@school.edu.vn,0411458198,L089
SV04443,Ngo Gia Bao,09/09/2003,ngogiabao.sv04443@school.edu.vn,0465023651,L089
SV04444,Ly Ngoc Bao,27/11/2003,lyngocbao.sv04444@school.edu.vn,0553539435,L089
SV04445,Phan Van Phuc,02/06/2003,phanvanphuc.sv04445@school.edu.vn,0886444396,L089
SV04446,Truong Huu Lan,23/05/2004,truonghuulan.sv04446@school.edu.vn,0859187665,L089
SV04447,Pham Gia Xuan,14/02/2004,phamgiaxuan.sv04447@school.edu.vn,0825764916,L089
SV04448,Vo Ngoc Giang,24/03/2002,vongocgiang.sv04448@school.edu.vn,0549740571,L089
SV04449,Luu Quang Lan,03/03/2002,luuquanglan.sv04449@school.edu.vn,0514650447,L089
SV04450,Vu Huu Mai,07/04/2002,vuhuumai.sv04450@school.edu.vn,0968938745,L090
SV04451,Dang Huu An,07/03/2003,danghuuan.sv04451@school.edu.vn,0962230562,L090
SV04452,Phan Minh Dung,11/01/2005,phanminhdung.sv04452@school.edu.vn,0951031323,L090
SV04453,Truong Duc Giang,16/08/2005,truongducgiang.sv04453@school.edu.vn,0841835549,L090
SV04454,Phan Quang Em,14/04/2003,phanquangem.sv04454@school.edu.vn,0384243345,L090
SV04455,Hoang Kim Thy,18/09/2005,hoangkimthy.sv04455@school.edu.vn,0651315014,L090
SV04456,Ngo Thi Uyen,27/01/2005,ngothiuyen.sv04456@school.edu.vn,0542517532,L090
SV04457,Ngo Quang Khanh,06/06/2003,ngoquangkhanh.sv04457@school.edu.vn,0529459425,L090
SV04458,Do Kim Mai,16/11/2004,dokimmai.sv04458@school.edu.vn,0793072237,L090
SV04459,Nguyen Minh Son,28/02/2005,nguyenminhson.sv04459@school.edu.vn,0377490542,L090
SV04460,Mai Kim Nhu,11/11/2002,maikimnhu.sv04460@school.edu.vn,0996496044,L090
SV04461,Luu Ngoc Binh,09/11/2004,luungocbinh.sv04461@school.edu.vn,0723649906,L090
SV04462,Ly Van Quyen,11/05/2004,lyvanquyen.sv04462@school.edu.vn,0373142197,L090
SV04463,Phan Duc Truc,20/10/2003,phanductruc.sv04463@school.edu.vn,0362304884,L090
SV04464,Hoang Gia Tuan,13/06/2003,hoanggiatuan.sv04464@school.edu.vn,0843275721,L090
SV04465,Ho Minh Khanh,03/09/2003,hominhkhanh.sv04465@school.edu.vn,0855856856,L090
SV04466,Do Gia Linh,16/02/2003,dogialinh.sv04466@school.edu.vn,0914762907,L090
SV04467,Ly Duc Truc,09/08/2002,lyductruc.sv04467@school.edu.vn,0823414618,L090
SV04468,Luu Huu Truc,26/01/2004,luuhuutruc.sv04468@school.edu.vn,0556944339,L090
SV04469,Ly Quang Cuong,20/08/2002,lyquangcuong.sv04469@school.edu.vn,0351550386,L090
SV04470,Ho Kim Uyen,06/11/2005,hokimuyen.sv04470@school.edu.vn,0353598927,L090
SV04471,Ho Quang Bao,20/01/2005,hoquangbao.sv04471@school.edu.vn,0367332236,L090
SV04472,Le Ngoc Quyen,07/10/2003,lengocquyen.sv04472@school.edu.vn,0496157648,L090
SV04473,Vo Quang Thy,25/08/2003,voquangthy.sv04473@school.edu.vn,0849574255,L090
SV04474,Vo Thanh Cuong,21/06/2004,vothanhcuong.sv04474@school.edu.vn,0564970631,L090
SV04475,Le Gia Tuan,27/03/2002,legiatuan.sv04475@school.edu.vn,0762999895,L090
SV04476,Luu Gia Phuong,03/04/2002,luugiaphuong.sv04476@school.edu.vn,0454140487,L090
SV04477,Mai Ngoc Bao,19/05/2004,maingocbao.sv04477@school.edu.vn,0423432738,L090
SV04478,Tran Kim Phuc,10/06/2004,trankimphuc.sv04478@school.edu.vn,0776313241,L090
SV04479,Ly Thi Hung,18/01/2003,lythihung.sv04479@school.edu.vn,0541004016,L090
SV04480,Nguyen Ngoc Son,17/08/2002,nguyenngocson.sv04480@school.edu.vn,0591660365,L090
SV04481,Ly Thi Em,08/02/2003,lythiem.sv04481@school.edu.vn,0687760119,L090
